country,state,city,link,name
CV,,,www.bbc.co.uk/news/world-africa-13148486,BBC News - Cape Verde profile
CV,,,www.jeuneafrique.com/pays/cap-vert/,Cape Verde - Jeune Afrique
CV,,,allafrica.com/capeverde/,All Africa: Cape Verde
CV,,,www.radionova.cv/,Radio Nova
CV,,,praiafm.sapo.cv/,Praia FM
CY,,,cyprus-mail.com/,Cyprus Mail
CY,,,in-cyprus.com/,Cyprus Weekly
CY,,,www.financialmirror.com/,Financial Mirror
CY,,,famagusta-gazette.com/,Famagusta Gazette
CY,,,www.haravgi.com.cy/,Haravgi
CY,,,www.kibrisgazetesi.com/,Kibris Gazetesi
CY,,,www.philenews.com/,Phileleftheros
CY,,,politis.com.cy/,Politis
CY,,,www.kibrispostasi.com/,Kıbrıs Postası Gazetesi
CY,,,www.yeniduzen.com/,Yeniduzen
CY,,,www.artsakank.com.cy/,Artsakank
CY,,,www.offsite.com.cy/,offsite.com.cy
CY,,,www.halkinsesikibris.com/,Halkın Sesi
CY,,,www.alithia.com.cy/,Alithia
CY,,,www.kathimerini.com.cy/,Kathimerini
CY,,,www.24sports.com.cy/gr/news/,24Sports
CY,,,www.lgcnews.com/,North Cyprus News
CY,,,www.sigmalive.com/,sigmalive.com
CY,,,northcyprusfreepress.com/,North Cyprus Free Press
CY,,,www.gundemkibris.com/,Gundem Kibris
CY,,,www.detaykibris.com/,Detay
CY,,,www.diyaloggazetesi.com/,Diyalog
CY,,,www.ekonomikibris.com/,Ekonomi Kibris
CY,,,haberalkibrisli.net/,Haberal Kibrisli
CY,,,www.havadiskibris.com/,Havadis
CY,,,www.yenicag.com.cy/,Yenicag
CY,,,www.starkibris.net/,Star Kıbrıs
CY,,,www.gnomionline.com.cy/,Gnomi
CY,,,www.prasini-aspida.org/,Green shield
CY,,,dialogos.com.cy/,Dialogos
CY,,,www.sigmalive.com/simerini/,Simerini
CY,,,www.newsincyprus.com/,News in Cyprus
CY,,,www.cyprus.kp.ru/,Komsomolskaya Pravda in Cyprus
CY,,,www.maxhnews.com.cy/,maxhnews.com.cy
CY,,,www.sportscy.net/,sportscy.net
CY,,,www.maxhdefence.com/,maxhdefence.com
CY,,,www.actioninsports.com/,Action in Sports
CZ,,,www.blesk.cz/,Blesk
CZ,,,www.idnes.cz/,Mladá fronta DNES 
CZ,,,www.denik.cz/,Deník
CZ,,,www.pravo.cz/,Právo
CZ,,,www.ahaonline.cz/,Aha!
CZ,,,www.lidovky.cz/,Lidové noviny
CZ,,,www.pragerzeitung.cz/,Prager Zeitung
CZ,,,praguemonitor.com/,Prague Daily Monitor
CZ,,,www.halonoviny.cz/,Haló noviny
CZ,,,www.thedaily.cz/,TheDaily.cz
CZ,,,ihned.cz/,Hospodářské noviny
CZ,,,www.landeszeitung.cz/,landeszeitung.cz
CZ,,,www.glosludu.cz/,Głos Ludu
CZ,,,www.ceskapozice.cz/,Ceska Pozice
CZ,,,regiony.impuls.cz/,Radio Impuls
CZ,,,www.ctk.cz/,CTK
CZ,,,www.pressweb.cz/,Pressweb
CZ,,,www.ceskenoviny.cz/news/,Czech Happenings
CZ,,,www.metro.cz/,metro.cz
CZ,,,www.homerlive.cz/,homerlive.cz
CZ,,,www.usteckenovinky.cz/,Ustecke Novinky
CZ,,,www.tydenik-km.cz/,Tydenik Kromerizska
CZ,,,www.stredoceskenovinky.cz/,Stredoceske Novinky
CZ,,,www.kolinskypres.cz/,Kolinsky Pres
CZ,,,www.jihoceskenovinky.cz/,Jihoceske Novinky
CZ,,,www.karlovarskenovinky.cz/,Karlovarske Novinky
CZ,,,www.kralovehradeckenovinky.cz/,Kralovehradecke Novinky
CZ,,,www.libereckenovinky.cz/,Liberecke Novinky
CZ,,,www.moravskoslezskenovinky.cz/,Moravskoslezske Novinky
CZ,,,www.olomouckenovinky.cz/,Olomoucke Novinky
CZ,,,www.vecernikpv.cz/,Prostejovsky Vecernik
CZ,,,www.pardubickenovinky.cz/,Pardubicke Novinky
CZ,,,www.plzenskenovinky.cz/,Plzenske Novinky
CZ,,,www.e15.cz/,E15
CZ,,,www.prazskenovinky.cz/,Prazske Novinky
CZ,,,www.thedaily.cz/,TheDaily.cz
CZ,,,www.volny.cz/,Volny.cz
CZ,,,fragmenty.cz/,Fragmenty
CZ,,,isport.blesk.cz/,iSport
CZ,,,ceskobudejovicky.denik.cz/,Ceskobudejovicky Denik
CZ,,,chebsky.denik.cz/,Chebsky Denik
CZ,,,sokolovsky.denik.cz/,Sokolovsky Denik
CZ,,,karlovarsky.denik.cz/,Karlovarsky Denik
CZ,,,trebicsky.denik.cz/,Trebicsky Denik
CZ,,,melnicko.cz/,Melnicko
CZ,,,www.katyd.cz/,Catholic Weekly
CZ,,,ptel.cz/,Prague Telegraph
CZ,,,www.radio.cz/en/,Radio Prague
DE,,,www.sueddeutsche.de/,Süddeutsche Zeitung 
DE,,,www.faz.net/,Frankfurter Allgemeine Zeitung 
DE,,,www.bild.de/,Bild
DE,,,www.welt.de/,Die Welt
DE,,,www.fr.de/,Frankfurter Rundschau
DE,,,www.tagesspiegel.de/,Der Tagesspiegel
DE,,,www.zeit.de/index,Die Zeit
DE,,,www.handelsblatt.com/,Handelsblatt
DE,,,www.taz.de/,die tageszeitung 
DE,,,www.neues-deutschland.de/,Neues Deutschland 
DE,,,www.jungewelt.de/,Junge Welt 
DE,,,www.berlinertageszeitung.de/,Berliner Tageszeitung
DE,,,www.badische-zeitung.de/,Badische Zeitung
DE,,,www.morgenpost.de/,Berliner Morgenpost
DE,,,www.braunschweiger-zeitung.de/,Braunschweiger Zeitung
DE,,,jungefreiheit.de/,Junge Freiheit 
DE,,,www.abendzeitung-muenchen.de/,Abendzeitung 
DE,,,www.mopo.de/,Hamburger Morgenpost
DE,,,www.augsburger-allgemeine.de/,Augsburger Allgemeine
DE,,,www.berliner-zeitung.de/,Berliner Zeitung
DE,,,www.general-anzeiger-bonn.de/,General Anzeiger
DE,,,www.abendblatt.de/,Hamburger Abendblatt
DE,,,www.haz.de/,Hannoversche Allgemeine Zeitung 
DE,,,www.kn-online.de/,Kieler Nachrichten 
DE,,,www.ksta.de/,Kölner Stadt-Anzeiger 
DE,,,www.luebecker-nachrichten.de/,Lübecker Nachrichten 
DE,,,www.op-marburg.de/Startseite,Oberhessische Presse
DE,,,www.freiepresse.de/,Freie Presse
DE,,,www.fla.de/wp/,Flensborg Avis
DE,,,www.stuttgart-journal.de/,Stuttgart Journal
DE,,,www.serbske-nowiny.de/,Serbske Nowiny
DE,,,www.express.de/,Express
DE,,,www.rheinpfalz.de/,Die Rheinpfalz
DE,,,www.aachener-zeitung.de/,Aachener Zeitung 
DE,,,www.aachener-nachrichten.de/,Aachener Nachrichten
DE,,,www.pz-news.de/,Pforzheimer Zeitung
DE,,,themunicheye.com/,Munich Eye
DE,,,www.spiegel.de/,Der Spiegel
DE,,,www.stern.de/,Der Stern
DE,,,www.focus.de/,Focus
DE,,,www.lr-online.de/,Lausitzer Rundschau
DE,,,www.lvz.de/,Leipziger Volkszeitung
DE,,,www.ln-online.de/,Lübecker Nachrichten
DE,,,www.mainpost.de/,Main Post
DE,,,www.muensterschezeitung.de/,Münstersche Zeitung
DE,,,www.nordkurier.de/,Nordkurier
DE,,,oldenburgische-volkszeitung.de/,Oldenburgische Volkszeitung
DE,,,www.ostsee-zeitung.de/,Ostsee-Zeitung
DE,,,www.rp-online.de/,Rheinische Post
DE,,,www.ruhrnachrichten.de/,Ruhr Nachrichten
DE,,,www.sz-online.de/,Sächsische Zeitung
DE,,,www.stuttgarter-nachrichten.de/,Stuttgarter Nachrichten
DE,,,www.derwesten.de/,Westdeutsche Allgemeine Zeitung
DE,,,www.wz.de/home,Westdeutsche Zeitung
DE,,,www.wiwo.de/,Wirtschaftswoche
DE,,,www.wn.de/,Westfälische Nachrichten
DE,,,www.bergedorfer-zeitung.de/,Bergedorfer Zeitung
DE,,,www.stuttgarter-zeitung.de/,Stuttgarter Zeitung
DE,,,www.cicero.de/,Cicero
DE,,,www.boersen-zeitung.de/,Borsen Zeitung
DE,,,www.aktiv-online.de/,ktiv
DE,,,www.epochtimes.de/,Epoch Times
DE,,,www.merkur.de/,Merkur
DE,,,www.schwaebische-post.de/,Schwabische Post
DE,,,www.bkz-online.de/,Backnanger Kreiszeitung
DE,,,www.badisches-tagblatt.de,Badisches Tagblatt
DE,,,www.zak.de/,Zollern Alb Kurier
DE,,,www.stimme.de/,Heilbronner Stimme
DE,,,www.morgenweb.de,Morgen Web
DE,,,www.teckbote.de/,Der Teckbote
DE,,,www.leonberger-kreiszeitung.de/,Leonberger Kreiszeitung
DE,,,muehlacker-tagblatt.de/ ,Muhlacker Tagblatt
DE,,,www.onetz.de/,Oberpfalznetz
DE,,,www.nordbayerischer-kurier.de/,Nordbayerischer Kurier
DE,,,www.lkz.de/,Ludwigsburger Kreiszeitung
DE,,,www.lz.de/,Lippische Landes-Zeitung
DE,,,www.noz.de/,Neue Osnabrücker Zeitung
DE,,,www.lauterbacher-anzeiger.de/index.htm,Lauterbacher Anzeiger
DE,,,www.landeszeitung.de/,Landeszeitung für die Lüneburger Heide
DE,,,www.pnp.de/,Passauer Neue Presse
DE,,,www.lahrer-zeitung.de/,Lahrer Zeitung
DE,,,www.kreiszeitung-wesermarsch.de/,Kreiszeitung Wesermarsch
DE,,,www.krzbb.de/krz_1_0_Home.html,Kreiszeitung Böblinger Bote
DE,,,www.kreis-anzeiger.de/index.htm,Kreis-Anzeiger
DE,,,www.rundschau-online.de/,Kölnische Rundschau
DE,,,jeversches-wochenblatt.de/,Jeversches Wochenblatt
DE,,,www.schwaebische.de/,Schwäbische Zeitung
DE,,,www.ivz-aktuell.de/,Ibbenbürener Volkszeitung
DE,,,www.kreisblatt.de/,Höchster Kreisblatt
DE,,,www.mittelhessen.de/,Hinterländer Anzeiger
DE,,,www.hildesheimer-allgemeine.de/,Hildesheimer Allgemeine Zeitung
DE,,,www.hna.de/,Hessische/Niedersächsische Allgemeine
DE,,,www.hersfelder-zeitung.de/,Hersfelder Zeitung
DE,,,n-land.de/verlag/hersbrucker-zeitung,Hersbrucker Zeitung
DE,,,www.nw.de/,Neue Westfälische
DE,,,www.hawr-digital.de/,Hellweger Anzeiger
DE,,,www.maz-online.de/,Märkische Allgemeine
DE,,,www.dieharke.de/,Die Harke
DE,,,www.haller-kreisblatt.de/,Haller Kreisblatt
DE,,,www.hanauer.de/,Hanauer Anzeiger
DE,,,www.gn-online.de/,Grafschafter Nachrichten
DE,,,www.goslarsche.de/,Goslarsche Zeitung
DE,,,www.gmuender-tagespost.de/,Gmünder Tagespost
DE,,,www.giessener-anzeiger.de/index.htm,Gießener Anzeiger
DE,,,www.gelnhaeuser-tageblatt.de/index.htm,Gelnhäuser Tageblatt
DE,,,www.gnz.de/,Gelnhäuser Neue Zeitung
DE,,,www.gaeubote.de/,Gäubote
DE,,,www.fuldaerzeitung.de/,Fuldaer Zeitung
DE,,,www.insuedthueringen.de/,Freies Wort
DE,,,www.fnweb.de/,Fränkische Nachrichten
DE,,,www.fnp.de/,Frankfurter Neue Presse
DE,,,www.frankenpost.de/,Frankenpost
DE,,,www.wlz-online.de/,Waldeckische Landeszeitung
DE,,,www.shz.de/lokales/flensburger-tageblatt/,Flensburger Tageblatt
DE,,,www.emderzeitung.de/top-nachrichten/,Emder Zeitung
DE,,,www.ejz.de/,Elbe-Jeetzel-Zeitung
DE,,,www.einbecker-morgenpost.de/,Einbecker Morgenpost
DE,,,www.goettinger-tageblatt.de/,Göttinger Tageblatt
DE,,,www.dzonline.de/,Dülmener Zeitung
DE,,,www.dnn.de/,Dresdner Neueste Nachrichten
DE,,,www.donaukurier.de/,Donaukurier
DE,,,www.op-online.de/,Offenbach-Post
DE,,,www.dewezet.de/,DEWEZET
DE,,,www.recklinghaeuser-zeitung.de/,Recklinghäuser Zeitung
DE,,,www.echo-online.de/,Echo
DE,,,www.cn-online.de/,Cuxhavener Nachrichten
DE,,,www.infranken.de/regional/coburg/,Coburger Tageblatt
DE,,,www.ovb-online.de/,Oberbayerisches Volksblatt
DE,,,www.idowa.de/,idowa
DE,,,www.esslinger-zeitung.de/,Eßlinger Zeitung
DE,,,www.tageblatt.de/,TAGEBLATT
DE,,,www.boyens-medien.de/,Boyens-Medien
DE,,,www.brv-zeitung.de/startseite.html,Bremervörder Zeitung
DE,,,www.main-echo.de/,Main-Echo
DE,,,www.borkenerzeitung.de/,Borkener Zeitung
DE,,,www.boehme-zeitung.de/,Böhme-Zeitung
DE,,,www.bbv-net.de/,Bocholter-Borkener Volksblatt
DE,,,www.swp.de/suedwesten/staedte/bietigheim-bissingen/,Bietigheimer Zeitung
DE,,,www.berchtesgadener-anzeiger.de/,Berchtesgadener Anzeiger
DE,,,www.shz.de/lokales/barmstedter-zeitung/,Barmstedter Zeitung
DE,,,www.aerztezeitung.de/,Ärzte Zeitung
DE,,,harlinger.de/,Anzeiger für Harlingerland
DE,,,www.nwzonline.de/,Nordwest-Zeitung
DE,,,www.nordbayern.de/region/gunzenhausen,Altmühl-Bote
DE,,,www.come-on.de/,Lüdenscheider Nachrichten
DE,,,www.giessener-allgemeine.de/,Gießener Allgemeine
DE,,,www.az-online.de/,Allgemeine Zeitung
DE,,,www.ihre-az.de/,Allgäuer Zeitung
DE,,,www.waz-online.de/Gifhorn,Aller-Zeitung
DE,,,www.aichacher-zeitung.de/vorort/,Aichacher Zeitung
DE,,,www.die-glocke.de/lokalnachrichten,Die Glocke 
DE,,,www.weser-kurier.de/,Weser-Kurier
DE,,,www.bo.de/,Offenburger Tageblatt
DE,,,bnn.de/,Badische Neueste Nachrichten 
DE,,,www.berliner-kurier.de/,Berliner Kurier
DE,,,www.bz-berlin.de/,B.Z.
DE,,,www.suedkurier.de,Südkurier
DE,,,www.nordbayern.de/,Nürnberger Nachrichten
DE,,,www.preussische-allgemeine.de/,Preußische Allgemeine Zeitung
DE,,,www.freitag.de/,Der Freitag
DE,,,www.germancorner.com/NYStaatsZ/,New Yorker Staats-Zeitung 
DJ,,,www.lanation.dj/,La Nation
DJ,,,laprosperiteonline.net/,La Prosperite
DJ,,,www.lavoixdedjibouti.com/,La Voix de Djibouti
DJ,,,www.alqarn.dj/,Al Qarn
DJ,,,www.djibnet.com/,Djib Net
DJ,,,www.rtd.dj/,RTD 
DJ,,,www.adi.dj/,Agence Djiboutienne d'Information
DJ,,,www.topix.com/world/djibouti/,Djibouti News - Topix
DJ,,,www.bbc.com/news/world-africa-13231761,BBC News - Djibouti
DJ,,,reliefweb.int/country/dji,ReliefWeb Djibouti
DK,,,cphpost.dk/,Copenhagen Post
DK,,,www.bt.dk/, B.T. 
DK,,,www.b.dk/,Berlingske
DK,,,borsen.dk/,Dagbladet Børsen
DK,,,www.information.dk/,Dagbladet Information
DK,,,politiken.dk/,Politiken
DK,,,ekstrabladet.dk/,Ekstra Bladet
DK,,,www.sondagsavisen.dk/,Søndagsavisen
DK,,,www.weekendavisen.dk/,Weekendavisen
DK,,,www.aok.dk/,AOK
DK,,,jyllands-posten.dk/,Jyllands-Posten
DK,,,www.fyens.dk/,Fyens Stiftstidende
DK,,,www.kristeligt-dagblad.dk/,Kristeligt Dagblad
DK,,,www.jv.dk/,JydskeVestkysten
DK,,,www.mja.dk/,Midtjyllands Avis
DK,,,nordjyske.dk/,Nordjyske Stiftstidende
DK,,,www.skivefolkeblad.dk/,Skive Folkeblad
DK,,,stiften.dk/,Århus Stiftstidende
DK,,,www.helsingordagblad.dk/,Helsingør Dagblad
DK,,,ballerupbladet.dk/,Ballerup Bladet
DK,,,aarhus.lokalavisen.dk/,Lokalavisen Arhus
DK,,,www.brandebladet.dk/,Brande Bladet
DK,,,www.galtenfolkeblad.dk/,Galten Folkeblad
DK,,,hsfo.dk/hedensted/,Hedensted Avis
DK,,,sn.dk/,Kalundborg Nyt
DK,,,www.minby.dk/,Valby Bladet
DK,,,furesoe.lokalavisen.dk/,Furesoe Avis
DK,,,folkebladet.dk/,Folkebladet
DK,,,alleroed.lokalavisen.dk/,Albertslund Posten
DK,,,www.mm.dk/,Mandag Morgen
DK,,,www.arbejderen.dk/,Arbejderen
DK,,,www.gladsaxebladet.dk/,Gladsaxe Bladet
DK,,,amtsavisen.dk/,Randers Amtsavis
DK,,,roldskovbladet.dk/,Rold Skov Bladet
DK,,,folketidende.dk/,folketidende
DK,,,vafo.dk/,Vejle Amts Folkeblad
DK,,,frdb.dk/,Fredericia Dagblad
DK,,,www.nordschleswiger.dk/,Der Nordschleswiger
DK,,,www.fyens.dk/svendborg,Fyns Amts Avis
DK,,,www.skive-her.dk/,Skive-Her
DK,,,www.dagens.dk/,Dagens.dk
DK,,,www.kbh.dk/,KBH.dk
DK,,,www.fla.de/,Flensborg Avis
DK,,,www.dendanskepioneer.com/,Danish Pioneer
DK,,,www.ritzau.dk/,Urban
DO,,,www.dominica.dm/,Discover Dominica
DO,,,www.avirtualdominica.com/,Virtual Dominica
DO,,,dominicanewsonline.com/news/,Dominica News Online
DO,,,www.dominica-weekly.com/,Dominica Weekly
DO,,,listen.dbcradio.net/,DBS
DO,,,www.dominicavibes.dm/,DA Vibes
DO,,,sundominica.com/,Sun
DO,,,kairifm.com/,Kairi FM
DO,,,www.thedominican.net/,The Dominican
DZ,,,www.echoroukonline.com/en/,Echorouk Online
DZ,,,elraaed.com/,El Raaed
DZ,,,www.annasronline.com/,Annasr
DZ,,,www.eldjoumhouria.dz/,El Djournhouria
DZ,,,www.depechedekabylie.com/,La Dep&eacute;che de Kabylie
DZ,,,www.lejourdalgerie.com/,Le Jour d'Algerie
DZ,,,www.quotidien-oran.com/,Le Quotidien d'Oran
DZ,,,www.lesoirdalgerie.com/,Le Soir d'Algerie
DZ,,,north-africa.com/,North Africa Journal
DZ,,,www.ouarsenis.com/ara/,Ouarsenis
DZ,,,www.pressealgerienne.com/,PRESSE ALGERIENNE
DZ,,,transactiondalgerie.com/,Transaction D'Algerie
DZ,,,wakteldjazair.com/,Wakteld Jazair
DZ,,,el-youm.info/ar/,El-Youm
DZ,,,www.algerieconfluences.com/,Algerie Confluences
DZ,,,www.elbilad.net/,El Bilad
DZ,,,lautomarche.com/,L&#039;automarché
DZ,,,www.akhbarelyoum.dz/ar/index.php,Akhbar el Youm
DZ,,,www.kawalisse.com/ar/,Kawalisse Algeria
DZ,,,www.alseyassi-dz.com/ara/index.php,Al seyassi
DZ,,,elmassar-ar.com/ara/,El Massar
DZ,,,www.entv.dz/,Algerian TV
DZ,,,www.radioalgerie.dz/,Radioalgerie.dz
DZ,,,eldjadidonline.com/,eldjadidonline.com
DZ,,,www.elmakam.com/,El Makam
DZ,,,www.elwatani.com/,El Watani
DZ,,,www.tribunelecteurs.com/,Tribune des Lecteurs
DZ,,,www.ouestribune-dz.com/,Ouest Tribune
DZ,,,www.elahdath.net/,El Ahdath
DZ,,,www.livenewsalgerie.com/,Live News Algérie
DZ,,,www.elwassat.com/,elwassat.com
DZ,,,www.alger-republicain.com/,Alger Républicain
DZ,,,elmihwar.com/ar/,El Mihwar
DZ,,,www.lequotidien-oran.com/,Le Quotidien d'Oran
DZ,,,www.elacil.com/,El Acil
DZ,,,sport.ennaharonline.com/,Echibek
EC,,,www.eluniverso.com/,El Universo
EC,,,www.elcomercio.com/,El Comercio
EC,,,lahora.com.ec/,La Hora
EC,,,www.elmercurio.com.ec/,El Mercurio
EC,,,www.diariocorreo.com.ec/,Correo
EC,,,www.expreso.ec/,Expreso
EC,,,www.eltiempo.com.ec/,El Tiempo
EC,,,www.latarde.com.ec/,La Tarde
EC,,,www.diarioportada.com/,Portada
EC,,,www.laprensa.com.ec/,La Prensa
EC,,,lagaceta.com.ec/,La Gaceta
EC,,,www.metroecuador.com.ec/,Metro Quil
EC,,,tvlaverdad.com/,La Verdad
EC,,,www.cronica.com.ec/,Cronica
EC,,,www.eldiario.ec/,El Diario
EC,,,www.elheraldo.com.ec/,El Heraldo
EC,,,www.eltelegrafo.com.ec/,El Telegrafo
EC,,,www.ultimasnoticias.ec/,Ultimas Noticias
EC,,,www.elnorte.ec/,El Norte
EC,,,prensalaverdad.com/,Prensa La Verdad
EC,,,www.elrio.ec/,El Rio
EC,,,www.diariopinion.com/,Opinion
EC,,,lanacion.com.ec/,La Nación
EC,,,www.extra.ec/,Extra
EE,,,www.aripaev.ee/,Äripäev
EE,,,www.ohtuleht.ee/,Õhtuleht
EE,,,epl.delfi.ee/,Eesti Päevaleht
EE,,,www.linnaleht.ee/,Linnaleht
EE,,,ekspress.delfi.ee/,Eesti Ekspress
EE,,,www.le.ee/,Lääne Elu
EE,,,sakala.postimees.ee/,Sakala
EE,,,umaleht.ee/,Uma Leht
EE,,,www.dv.ee/,Delovye Vedomosti
EE,,,www.kuldnebors.ee/,Kuldne Börs
EE,,,www.nelli.ee/,Nelli Teataja
EE,,,maaleht.delfi.ee/,Maaleht
EE,,,www.harjuelu.ee/,Harju Elu
EE,,,www.kesknadal.ee/,Kesknädal
EE,,,www.saartehaal.ee/,Saarte Hääl
EE,,,www.postimees.ee/,Postimees
EE,,,sonumitooja.ee/,Sonumitooja
EE,,,pr.pohjarannik.ee/,Pohjarannik
EE,,,jarvateataja.postimees.ee/,Jarva Teataja
EE,,,www.polvakoit.ee/,Koit
EE,,,sõnumid.ee/,Raplamaa Sonumid
EE,,,www.lounaleht.ee/,Lounaleht
EE,,,prospekt.ee/,Krengolmsky Prospekt
EE,,,www.eestikirik.ee/,Eesti Kirik
EE,,,www.baltictimes.com/,Baltic Times
EG,,,www.nmisr.com/,nmisr.com
EG,,,www.arabnet5.com/,ArabNet5
EG,,,rassd.com/,Rassd news
EG,,,almesryoon.com/,Almesryoon
EG,,,fj-p.com/,FJ Portal
EG,,,onaeg.com/,ONews Agency
EG,,,misr5.com/,misr5.com
EG,,,www.el-balad.com/,El-Balad
EG,,,www.egyptwindow.net/,egyptwindow.net
EG,,,www.akhbarway.com/,Akhbarway.com
EG,,,gate.ahram.org.eg/,Al Ahram
EG,,,www.almalnews.com/,Al Mal
EG,,,www.alnaharegypt.com/,Alnahar Egypt
EG,,,www.cairo-now.com/,Cairo now
EG,,,elbadil.com/,El Badil
EG,,,hawadeth.akhbarelyom.com/,Akhbar Al Hawadeth
EG,,,www.kooora.com/,Kooora
EG,,,www.el-ahly.com/,El Ahly
EG,,,www.ismailyonline.com/,Ismaily Online
EG,,,www.shashati.net.eg/,Shashati
EG,,,aqidati.net.eg/,Aqidati
EG,,,www.stadelahly.net/,Stad El Ahly
EG,,,www.الأسبوع.com/,El Aosboa
EG,,,elbashayeronline.com/,El Bashayer
EG,,,www.elsaba7.com/,Elsaba
EG,,,cairolive.com/,Cairo Live
EG,,,marketsvoice.com/,Markets Voice
EG,,,www.egynews.net/,Egyptian Radio and Television Union
EG,,,www.niletc.tv/,Nile Television Network
EG,,,www.ikhwanonline.com/,Ikhwan Online
EG,,,www.akhbarelyawm.com/,akhbarelyawm.com
EG,,,shahednow.com/,ShahedNow
EG,,,www.extramasr.com/,extramasr.com
EG,,,7asrynews.com/,7asrynews.com
EG,,,www.alwatanpost.com/,AlwatanPost
EG,,,www.fath-news.com/,fath-news.com
EG,,,www.amwalalghad.com/,amwalalghad.com
EG,,,www.masrahona.com/,masrahona.com
EG,,,www.soutalomma.com/,soutalomma.com
EG,,,www.rosaeveryday.com/,rosaeveryday.com
EG,,,www.madamasr.com/,madamasr.com
EG,,,egyptianstreets.com/,Egyptian Streets
EG,,,www.egyptiangazette.net/,Egyptian Gazette
EG,,,www.egypt-life.com/,egypt-life.com
EG,,,www.mogazmasr.com/,MogazMasr
EG,,,www.egypt-today.com/,Egypt Today
EG,,,www.sis.gov.eg/,Egypt State Information Service
EG,,,www.dailynewsegypt.com/,Daily News Egypt
EG,,,weekly.ahram.org.eg/,Al Ahram 
EG,,,www.egyptindependent.com/,Egypt Independent
EG,,,hebdo.ahram.org.eg/,Al-Ahram Hebdo
EG,,,lepetitjournal.com/le-caire,Le Petit Journal
EG,,,www.mena.org.eg/,Middle East News Agency 
EH,,,www.spsrasd.info/,Sahara Press Service
EH,,,rasd.tv/,RASD TV
EH,,,www.bbc.co.uk/news/world-africa-14115273,BBC News - Country profile: Western Sahara 
EH,,,allafrica.com/westernsahara/,All Africa - Western Sahara
EH,,,world.einnews.com/country/westernsahara,EIN News - Western Sahara
EH,,,www.irinnews.org/afrique/afrique-de-louest/western-sahara,IRIN - Western Sahara
EH,,,reliefweb.int/country/esh,Relief Web - Western Sahara
ER,,,awate.com/,Awate.com
ER,,,www.caperi.com/,Caperi
ER,,,www.eritreadaily.net/,Eritrea Daily
ER,,,www.meskerem.net/,Meskerem
ER,,,www.farajat.net/ar/,Farajat
ER,,,www.jeberti.com/index.php/en/,Jeberti
ER,,,www.shabait.com/,Eritrean Ministry of Information
ER,,,allafrica.com/eritrea/,allAfrica.com: Eritrea
ER,,,www.topix.com/world/eritrea/,Eritrea News - Topix
ER,,,www.bbc.com/news/world-africa-13349078,BBC News - Eritrea
ER,,,www.dehai.org/,Dehai
ER,,,www.jeuneafrique.com/pays/erythree/,Jeune Afrique
ES,,,elpais.com/,El País
ES,,,www.elmundo.es/,El Mundo
ES,,,www.abc.es,ABC
ES,,,www.lavanguardia.com/,La Vanguardia
ES,,,www.elperiodico.com/es/,El Periódico de Catalunya
ES,,,www.larazon.es/,La Razón
ES,,,www.elcorreo.com/,El Correo
ES,,,www.lavozdegalicia.es/,La Voz de Galicia
ES,,,www.diariovasco.com/,El Diario Vasco
ES,,,www.lne.es/,La Nueva España
ES,,,www.diariodenavarra.es/,Diario de Navarra
ES,,,www.heraldo.es/,Heraldo de Aragón
ES,,,www.levante-emv.com/,El Mercantil Valenciano
ES,,,www.lasprovincias.es/,Las Provincias
ES,,,www.farodevigo.es/,Faro de Vigo
ES,,,www.que.es/,Qué!
ES,,,elcorreoweb.es/,El Correo De Andalucía
ES,,,www.estadiodeportivo.com/,Estadio Deportivo
ES,,,www.eldecanodeportivo.es/,El Decano Deportivo
ES,,,www.diariodesevilla.es/,Diario De Sevilla
ES,,,sevilla.abc.es/,Abc De Sevilla
ES,,,www.malagahoy.es/,Málaga Hoy
ES,,,www.laopiniondemalaga.es/,La Opinión
ES,,,www.elnoticierodigital.com/,El Noticiero
ES,,,www.diariosur.es/,Diario Sur
ES,,,www.eldiadecordoba.es/,El Día De Córdoba
ES,,,www.diariocordoba.com/,Córdoba
ES,,,www.diariodealmeria.es/,Diario De Almería
ES,,,www.lavozdealmeria.com/,La Voz De Almería
ES,,,andaluciainformacion.es/jaen/,Viva Jaén
ES,,,www.diariodejerez.es/,Diario De Jerez
ES,,,www.diariodecadiz.es/,Diario de Cádiz
ES,,,www.granadahoy.com/,Granada Hoy
ES,,,www.huelvainformacion.es/,Huelva Información
ES,,,www.ideal.es/,Ideal
ES,,,www.europasur.es/,Europa Sur
ES,,,www.euroweeklynews.com/,Euro Weekly News
ES,,,www.lavozdigital.es/,La Voz
ES,,,www.avancedeportivo.es/,Avance Deportivo
ES,,,www.diariojaen.es/,Diario Jaén
ES,,,www.20minutos.es/aragon/,20 Minutos Zaragoza
ES,,,www.diariodeteruel.es/,Diario De Teruel
ES,,,www.aragondigital.es/,Aragón Digital
ES,,,www.ejeadigital.com/,Ejea Digital
ES,,,www.elperiodicodearagon.com/,El Periódico de Aragón
ES,,,www.diariodelaltoaragon.es/,Diario del AltoAragón
ES,,,www.elcruzado.es/,El Cruzado Aragonés 
ES,,,www.arredol.com/,Arredol
ES,,,www.elcomercio.es/aviles/,El Comercio
ES,,,www.arabalears.cat/,Ara Balears
ES,,,majorcadailybulletin.com/,Majorca Daily Bulletin
ES,,,periodicodeibiza.es/,Periódico De Ibiza
ES,,,menorca.info/,Menorca
